"id_communication_workshops","date_start","date_end","title","authors","type","conference","location","presenters"
"0001","2025-03-28","2025-03-30","Introduction to Molecular Cloning","Petersen, S.D.","Oral","Nordic IGEM BioBrick Workshop","DTU, Denmark","Petersen, S.D."
